Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
football game,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,12/05/2016 11:31:26 PM,12/05/2016 11:47:16 PM,Football game at MetLife Stadium (East Rutherford) NY Jets vs. Indianapolis Colts Not currently scheduled,Meadowlands Complex,40.811438,-74.076776
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,12/05/2016 08:29:18 PM,12/05/2016 11:31:26 PM,"Special event, football game on MetLife Stadium (East Rutherford) from 8:30 P.M. until 11:30 P.M. NY Jets vs. Indianapolis Colts",Meadowlands Complex,40.811438,-74.076776
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/05/2016 08:09:20 PM,12/05/2016 09:31:15 PM,"Special event, show on Radio City Music Hall (Manhattan) until 9:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/05/2016 07:04:14 PM,12/05/2016 10:01:16 PM,"Special event, basketball game on Madison Square Garden the Arena (Manhattan) until 10:00 P.M. UConn vs. Syracuse",Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/05/2016 05:04:24 PM,12/05/2016 06:32:18 PM,"Special event, show on Radio City Music Hall (Manhattan) until 6:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/05/2016 01:57:21 PM,12/05/2016 03:31:18 PM,"Special event, show on Radio City Music Hall (Manhattan) from 2:00 P.M. until 3:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
basketball game,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/04/2016 10:31:21 PM,12/04/2016 10:49:19 PM,Basketball game at Madison Square Garden the Arena (Manhattan) New York Knicks vs. Sacramento Kings Not currently scheduled,Madison Square Garden,40.750127,-73.989876
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/04/2016 08:03:15 PM,12/04/2016 09:31:11 PM,"Special event, show on Radio City Music Hall (Manhattan) until 9:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/04/2016 06:58:16 PM,12/04/2016 08:31:18 PM,"Special event, kids show/performance on Madison Square Garden the Theater (Manhattan) from 7:00 P.M. until 8:30 P.M. Rudolph the Red-Nosed Reindeer: The Musical",Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/04/2016 04:57:14 PM,12/04/2016 06:32:24 PM,Special event on Radio City Music Hall (Manhattan) from 5:00 P.M. until 6:30 P.M. Christmas Spectacular Starring the Radio City Rockettes,Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/04/2016 04:25:21 PM,12/04/2016 04:31:16 PM,Special event on Madison Square Garden the Theater (Manhattan) from 3:00 P.M. until 4:30 P.M. Rudolph the Red-Nosed Reindeer: The Musical,Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/04/2016 01:57:15 PM,12/04/2016 03:31:24 PM,"Special event, show on Radio City Music Hall (Manhattan) from 2:00 P.M. until 3:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/04/2016 11:35:13 AM,12/04/2016 01:01:17 PM,Special event on Radio City Music Hall (Manhattan) until 1:00 P.M. Christmas Spectacular Starring the Radio City Rockettes,Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/04/2016 10:58:19 AM,12/04/2016 12:27:23 PM,"Special event, kids show/performance on Madison Square Garden the Theater (Manhattan) from 11:00 A.M. until 12:30 P.M. Rudolph the Red-Nosed Reindeer: The Musical",Madison Square Garden,40.749996,-73.988892
show,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/04/2016 10:30:20 AM,12/06/2016 09:47:18 PM,Show at Radio City Music Hall (Manhattan) Christmas Spectacular Starring the Radio City Rockettes Not currently scheduled,Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/04/2016 08:58:17 AM,12/04/2016 10:30:20 AM,"Special event, show on Radio City Music Hall (Manhattan) from 9:00 A.M. until 10:30 A.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
hockey game,Madison Square Garden,Madison Square Garden,,at Manhattan,New York,NY,12/03/2016 11:01:31 PM,12/03/2016 11:18:38 PM,Hockey game at Madison Square Garden at the Arena (Manhattan) College Hockey Showdown- North Dakota vs. Boston College Not currently scheduled,Madison Square Garden,40.750127,-73.989876
concert,Madison Square Garden,The Beacon Theatre,,,New York,NY,12/03/2016 11:01:31 PM,12/03/2016 11:18:38 PM,Concert at The Beacon Theatre (Manhattan) Cyndi Lauper & Friends: Home for the Holidays Not currently scheduled,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2016 09:57:34 PM,12/03/2016 11:30:36 PM,"Special event, show on Radio City Music Hall (Manhattan) from 10:00 P.M. until 11:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
show,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2016 09:01:28 PM,12/03/2016 11:47:35 PM,Show at Radio City Music Hall (Manhattan) Christmas Spectacular Starring the Radio City Rockettes Not currently scheduled,Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2016 07:28:29 PM,12/03/2016 08:57:30 PM,"Special event, show on Radio City Music Hall (Manhattan) from 7:30 P.M. until 9:00 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2016 04:27:30 PM,12/03/2016 05:57:30 PM,"Special event, show on Radio City Music Hall (Manhattan) from 4:30 P.M. until 6:00 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/03/2016 01:57:31 PM,12/03/2016 03:31:30 PM,"Special event, show on Radio City Music Hall (Manhattan) from 2:00 P.M. until 3:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/03/2016 10:58:29 AM,12/03/2016 12:27:28 PM,"Special event, kids show/performance on Madison Square Garden the Theater (Manhattan) from 11:00 A.M. until 12:30 P.M. Rudolph the Red-Nosed Reindeer: The Musical",Madison Square Garden,40.749996,-73.988892
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,12/03/2016 09:57:25 AM,12/03/2016 09:57:34 PM,"Special event, football game on MetLife Stadium (East Rutherford) from 10:00 A.M. until 10:00 P.M. New Jersey High School Football Championships",Meadowlands Complex,40.811438,-74.076776
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/02/2016 09:57:29 PM,12/02/2016 11:29:29 PM,"Special event, show on Radio City Music Hall (Manhattan) from 10:00 P.M. until 11:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/02/2016 07:01:34 PM,12/02/2016 08:29:23 PM,"Special event, kids show/performance on Madison Square Garden the Theater (Manhattan) until 8:30 P.M. Rudolph the Red-Nosed Reindeer: The Musical",Madison Square Garden,40.749996,-73.988892
special event,Meadowlands Complex,MetLife Stadium,,,Bergen,NJ,12/02/2016 05:00:33 PM,12/02/2016 10:29:34 PM,"Special event, football game on MetLife Stadium (East Rutherford) from 5:00 P.M. until 10:30 P.M. New Jersey High School Football Championships",Meadowlands Complex,40.811438,-74.076776
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/02/2016 04:27:27 PM,12/02/2016 05:59:27 PM,"Special event, show on Radio City Music Hall (Manhattan) from 4:30 P.M. until 6:00 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/02/2016 02:22:28 PM,12/02/2016 03:31:27 PM,Special event on Radio City Music Hall (Manhattan) until 3:30 P.M. Christmas Spectacular Starring the Radio City Rockettes,Madison Square Garden,40.759902,-73.980393
kids show/performance,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/02/2016 12:31:27 PM,12/09/2016 08:47:32 PM,Kids show/performance at Madison Square Garden the Theater (Manhattan) Rudolph the Red-Nosed Reindeer: The Musical Not currently scheduled,Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,12/02/2016 11:01:33 AM,12/02/2016 12:27:30 PM,Special event on Madison Square Garden the Theater (Manhattan) from 11:00 A.M. until 12:30 P.M. Rudolph the Red-Nosed Reindeer: The Musical,Madison Square Garden,40.749996,-73.988892
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/02/2016 10:57:32 AM,12/02/2016 12:27:30 PM,Special event on Radio City Music Hall (Manhattan) from 11:00 A.M. until 12:30 P.M. Christmas Spectacular Starring the Radio City Rockettes,Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,The Beacon Theatre,,,New York,NY,12/01/2016 10:31:26 PM,12/01/2016 10:47:28 PM,Concert at The Beacon Theatre at (Manhattan) Straight No Chaser Not currently scheduled,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/01/2016 07:57:22 PM,12/01/2016 09:31:26 PM,"Special event, show on Radio City Music Hall (Manhattan) from 8:00 P.M. until 9:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,The Beacon Theatre,,,New York,NY,12/01/2016 07:27:27 PM,12/01/2016 10:31:26 PM,"Special event, concert on The Beacon Theatre at (Manhattan) from 7:30 P.M. until 10:30 P.M. Straight No Chaser",Madison Square Garden,40.780449,-73.981383
show,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/01/2016 06:30:30 PM,12/03/2016 06:17:28 PM,Show at Radio City Music Hall (Manhattan) Christmas Spectacular Starring the Radio City Rockettes Not currently scheduled,Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,12/01/2016 10:57:26 AM,12/01/2016 12:28:30 PM,"Special event, show on Radio City Music Hall (Manhattan) from 11:00 A.M. until 12:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,Madison Square Garden,,,New York,NY,11/30/2016 11:01:22 PM,11/30/2016 11:18:21 PM,Concert at Madison Square Garden at (Manhattan) Billy Joel Not currently scheduled,Madison Square Garden,40.75002,-73.99219
special event,Madison Square Garden,Madison Square Garden,,,New York,NY,11/30/2016 08:09:16 PM,11/30/2016 11:01:22 PM,"Special event, concert on Madison Square Garden at (Manhattan) until 11:00 P.M. Billy Joel",Madison Square Garden,40.75002,-73.99219
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/30/2016 11:01:24 AM,11/30/2016 12:31:22 PM,"Special event, show on Radio City Music Hall (Manhattan) until 12:30 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
concert,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/29/2016 11:01:16 PM,11/29/2016 11:19:18 PM,Concert at The Beacon Theatre (Manhattan) Norah Jones Not currently scheduled,Madison Square Garden,40.780449,-73.981383
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/29/2016 07:32:16 PM,11/29/2016 08:58:18 PM,"Special event, show on Radio City Music Hall (Manhattan) until 9:00 P.M. Christmas Spectacular Starring the Radio City Rockettes",Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/29/2016 02:00:25 PM,11/29/2016 03:30:22 PM,Special event on Radio City Music Hall (Manhattan) from 2:00 P.M. until 3:30 P.M. Christmas Spectacular Starring the Radio City Rockettes,Madison Square Garden,40.759902,-73.980393
special event,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/28/2016 02:27:19 PM,11/28/2016 03:27:21 PM,Special event on Radio City Music Hall (Manhattan) from 2:00 P.M. until 3:30 P.M. Christmas Spectacular Starring the Radio City Rockettes,Madison Square Garden,40.759902,-73.980393
show,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/28/2016 01:23:18 PM,,"Show at The Beacon Theatre (Manhattan) Jerry Seinfeld, Thursday July 13th, 2017, 07:00 PM thru 08:30 PM, Thursday July 13th, 2017, 09:00 PM thru 10:30 PM, Thursday July 27th, 2017, 07:00 PM thru 08:30 PM, Thursday July 27th, 2017, 09:00 PM thru 10:30 PM",Madison Square Garden,40.780449,-73.981383
show,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/28/2016 01:23:18 PM,,"Show at The Beacon Theatre (Manhattan) Jerry Seinfeld, Thursday April 13th, 2017, 07:00 PM thru 08:30 PM, Thursday April 13th, 2017, 09:00 PM thru 10:30 PM, Thursday May 18th, 2017, 07:00 PM thru 08:30 PM, Thursday May 18th, 2017, 09:00 PM thru 10:30 PM, Thursday June 8th, 2017, 07:00 PM thru 08:30 PM, Thursday June 8th, 2017, 09:00 PM thru 10:30 PM, Thursday July 13th, 2017, 07:00 PM thru 08:30 PM, Thursday July 13th, 2017, 09:00 PM thru 10:30 PM, Thursday July 27th, 2017, 07:00 PM thru 08:30 PM, Thursday July 27th, 2017, 09:00 PM thru 10:30 PM",Madison Square Garden,40.780449,-73.981383
show,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/28/2016 01:23:18 PM,,"Show at The Beacon Theatre (Manhattan) Jerry Seinfeld, Thursday April 13th, 2017, 07:00 PM thru 08:30 PM, Thursday April 13th, 2017, 09:00 PM thru 10:30 PM, Thursday May 18th, 2017, 07:00 PM thru 08:30 PM, Saturday May 13th, 2017, 09:00 PM thru 10:30 PM, Thursday June 8th, 2017, 07:00 PM thru 08:30 PM, Thursday June 8th, 2017, 09:00 PM thru 10:30 PM, Thursday July 13th, 2017, 07:00 PM thru 08:30 PM, Thursday July 13th, 2017, 09:00 PM thru 10:30 PM, Thursday July 27th, 2017, 07:00 PM thru 08:30 PM, Thursday July 27th, 2017, 09:00 PM thru 10:30 PM",Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/28/2016 01:03:17 PM,,"Concert at Madison Square Garden the Arena (Manhattan) Billy Joel, Wednesday January 11th, 2017, 08:00 PM thru 11:00 PM",Madison Square Garden,40.750127,-73.989876
basketball game,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/28/2016 01:02:19 PM,,"Basketball game at Madison Square Garden the Arena (Manhattan) New York Knicks vs. Washington Wizards, Thursday January 19th, 2017, 08:00 PM thru 11:00 PM",Madison Square Garden,40.750127,-73.989876
concert,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/28/2016 12:52:20 PM,,"Concert at The Beacon Theatre (New York) The 70's Soul Jam Valentines Concert, Saturday February 11th, 2017, 03:00 PM thru 06:00 PM, Saturday February 11th, 2017, 08:00 PM thru 11:00 PM",Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/28/2016 12:49:21 PM,,"Concert at Madison Square Garden the Theater (Manhattan) Billy Joel, Wednesday February 22nd, 2017, 08:00 PM thru 11:00 PM",Madison Square Garden,40.749996,-73.988892
concert,Madison Square Garden,Madison Square Garden,,,New York,NY,11/28/2016 12:47:14 PM,,"Concert at Madison Square Garden (Manhattan) Luke Bryan, Wednesday March 1st, 2017, 07:00 PM thru 10:00 PM",Madison Square Garden,40.75002,-73.99219
concert,Madison Square Garden,The Beacon Theatre,,,New York,NY,11/28/2016 12:46:16 PM,,"Concert at The Beacon Theatre (Manhattan) ZZ Top, Wednesday March 1st, 2017, 07:30 PM thru 10:30 PM",Madison Square Garden,40.780449,-73.981383
concert,Madison Square Garden,Radio City Music Hall,,,New York,NY,11/28/2016 12:43:16 PM,11/28/2016 11:18:25 PM,Concert at Radio City Music Hall (Manhattan) Il Volo: Notte Magica Not currently scheduled,Madison Square Garden,40.759902,-73.980393
basketball game,Madison Square Garden,Madison Square Garden,,Manhattan,New York,NY,11/28/2016 12:40:21 PM,,"Basketball game at Madison Square Garden the Arena (Manhattan) Big East Men's Tournament, Wednesday March 8th, 2017, 07:00 PM thru 11:30 PM, Thursday March 9th, 2017, 12:00 PM thru 03:30 PM, Thursday March 9th, 2017, 07:00 PM thru 09:30 PM, Friday March 10th, 2017, 06:30 PM thru 10:30 PM, Saturday March 11th, 2017, 05:30 PM thru 09:30 PM",Madison Square Garden,40.750127,-73.989876
